Player Full Name,Birth Date,Year Start,Year End,Position,Height (ft 1/2),Height (inches 2/2),Height (in cm),Wingspan (in cm),Standing Reach (in cm),Hand Length (in inches),Hand Width (in inches),Weight (in lb),Body Fat (%),College
Terry Teagle,4/10/60,1983,1993,F-G,6,5,195.6,,,,,195,,Baylor University
Terry Thomas,8/20/53,1976,1976,F,6,8,203.2,,,,,220,,University of Detroit Mercy
Terry Tyler,10/30/56,1979,1989,F-G,6,7,200.7,,,,,215,,University of Detroit Mercy
Tex Ritter,2/26/24,1949,1951,G-F,6,2,188.0,,,,,185,,Eastern Kentucky University
Thabo Sefolosha,5/2/84,2007,2018,G-F,6,7,200.7,,,,,220,,
Thaddeus Young,6/21/88,2008,2018,F,6,8,203.2,212.1,269.2,,,221,4.9%,Georgia Institute of Technology
Thales McReynolds,6/8/43,1966,1966,G,6,3,190.5,,,,,185,,Miles College
Thanasis Antetokounmpo,7/17/92,2016,2016,F,6,7,200.7,213.4,265.4,9,9.75,205,6.1%,
Tharon Mayes,9/9/68,1992,1992,G,6,3,190.5,,,,,175,,Florida State University
Theo Ratliff,4/17/73,1996,2011,C-F,6,10,208.3,,,,,225,,University of Wyoming
Theron Smith,10/3/80,2004,2005,F,6,8,203.2,208.9,265.4,,,225,9.3%,Ball State University
Thomas Bryant,7/31/97,2018,2018,C,6,10,208.3,228.6,285.8,9.5,10.25,248,9.4%,Indiana University
Thomas Gardner,2/8/85,2008,2009,G,6,5,195.6,,,,,225,,University of Missouri
Thomas Hamilton,4/3/75,1996,2000,C,7,2,218.4,,,,,330,,University of Pittsburgh
Thomas Jordan,5/23/68,1993,1993,F-C,6,10,208.3,,,,,220,,Oklahoma State University
Thomas Robinson,3/17/91,2013,2017,F,6,10,208.3,221.6,269.2,9.75,10.5,237,5.0%,University of Kansas
Thon Maker,2/25/97,2017,2018,F-C,7,1,215.9,221.0,280.7,8.75,9.5,216,6.1%,
Thurl Bailey,4/7/61,1984,1999,F-C,6,11,210.8,,,,,215,,North Carolina State University
Tiago Splitter,1/1/85,2011,2017,F-C,6,11,210.8,218.4,278.1,,,245,5.3%,
Tibor Pleiss,11/2/89,2016,2016,C,7,3,221.0,,,,,256,,
Ticky Burden,2/28/53,1976,1978,G,6,2,188.0,,,,,185,,University of Utah
Tierre Brown,6/3/79,2002,2005,G,6,2,188.0,,,,,189,,McNeese State University
Tim Bassett,4/1/51,1974,1980,F-C,6,8,203.2,,,,,225,,University of Georgia
Tim Breaux,9/19/70,1995,1998,F,6,7,200.7,,,,,215,,University of Wyoming
Tim Duncan,4/25/76,1998,2016,F-C,6,11,210.8,,,,,250,,Wake Forest University
Tim Frazier,11/1/90,2015,2018,G,6,1,185.4,,,,,170,,Pennsylvania State University
Tim Hardaway,9/1/66,1990,2003,G,6,0,182.9,,,,,175,,University of Texas at El Paso
Tim Hardaway,9/1/66,2014,2018,G,6,6,198.1,,,,,205,,University of Michigan
Tim James,12/26/76,2000,2002,F,6,7,200.7,,,,,212,,University of Miami
Tim Kempton,1/25/64,1987,1998,F-C,6,10,208.3,,,,,245,,University of Notre Dame
Tim Legler,12/26/66,1990,2000,G,6,4,193.0,,,,,200,,La Salle University
Tim McCormick,3/10/62,1985,1992,C,6,11,210.8,,,,,240,,University of Michigan
Tim Ohlbrecht,8/30/88,2013,2013,C,6,11,210.8,,,,,255,,
Tim Perry,6/4/65,1989,1996,F-C,6,9,205.7,,,,,200,,Temple University
Tim Quarterman,10/27/94,2017,2017,G,6,6,198.1,,,,,195,,Louisiana State University
Tim Thomas,2/26/77,1998,2010,F,6,10,208.3,,,,,230,,Villanova University
Tim Young,2/6/76,2000,2000,C,7,0,213.4,,,,,220,,Stanford University
Timofey Mozgov,7/16/86,2011,2018,C,7,1,215.9,,,,,275,,
Timothe Luwawu-Cabarrot,5/9/95,2017,2018,F,6,6,198.1,,,,,205,,
Tiny Archibald,9/2/48,1971,1984,G,6,1,185.4,,,,,150,,University of Texas at El Paso
Tito Horford,1/19/66,1989,1994,C,7,1,215.9,,,,,245,,University of Miami
Tito Maddox,6/7/81,2003,2003,G,6,4,193.0,195.6,251.5,,,190,,"California State University, Fresno"
Tobias Harris,7/15/92,2012,2018,F,6,9,205.7,210.8,262.9,8.75,9,235,8.4%,University of Tennessee
Toby Bailey,11/19/75,1999,2000,G,6,6,198.1,,,,,213,,"University of California, Los Angeles"
Toby Kimball,9/7/42,1967,1975,F-C,6,6,198.1,,,,,220,,University of Connecticut
Toby Knight,5/3/55,1978,1982,F,6,9,205.7,,,,,210,,University of Notre Dame
Tod Murphy,12/24/63,1988,1994,C-F,6,9,205.7,,,,,220,,"University of California, Irvine"
Todd Day,1/7/70,1993,2001,G-F,6,6,198.1,,,,,188,,University of Arkansas
Todd Fuller,7/25/74,1997,2001,C,6,11,210.8,,,,,255,,North Carolina State University
Todd Lichti,1/8/67,1990,1994,G-F,6,4,193.0,,,,,205,,Stanford University
Todd MacCulloch,1/27/76,2000,2003,C,7,0,213.4,,,,,280,,University of Washington
Todd Mitchell,7/26/66,1989,1989,F,6,7,200.7,,,,,205,,Purdue University
Todd Mundt,5/17/70,1996,1996,C,7,0,213.4,,,,,250,,Delta State University
Togo Palazzi,8/8/32,1955,1960,F-G,6,4,193.0,,,,,205,,College of the Holy Cross
Tom Abernethy,5/6/54,1977,1981,F,6,7,200.7,,,,,220,,Indiana University
Tom Barker,3/11/55,1977,1979,C-F,6,11,210.8,,,,,225,,University of Hawaii
Tom Black,7/9/41,1971,1971,C,6,10,208.3,,,,,220,,South Dakota State University
Tom Boerwinkle,8/23/45,1969,1978,C,7,0,213.4,,,,,265,,University of Tennessee
Tom Boswell,10/2/53,1976,1984,F-C,6,9,205.7,,,,,220,,University of South Carolina
Tom Brennan,8/6/30,1955,1955,F,6,3,190.5,,,,,195,,Villanova University
Tom Burleson,2/24/52,1975,1981,C,7,2,218.4,,,,,225,,North Carolina State University
Tom Callahan,6/2/21,1947,1947,G,6,1,185.4,,,,,180,,Rockhurst University
Tom Chambers,6/21/59,1982,1998,F-C,6,10,208.3,,,,,220,,University of Utah
Tom Copa,10/30/64,1992,1992,C,6,10,208.3,,,,,275,,Marquette University
Tom Garrick,7/7/66,1989,1992,G,6,2,188.0,,,,,185,,University of Rhode Island
Tom Gola,1/13/33,1956,1966,G-F,6,6,198.1,,,,,205,,La Salle University
Tom Gugliotta,12/19/69,1993,2005,F,6,10,208.3,,,,,240,,North Carolina State University
Tom Hagan,1/29/47,1970,1971,G,6,3,190.5,,,,,185,,Vanderbilt University
Tom Hammonds,3/27/67,1990,2001,F,6,9,205.7,,,,,215,,Georgia Institute of Technology
Tom Hawkins,12/22/36,1960,1969,F,6,5,195.6,,,,,210,,University of Notre Dame
Tom Heinsohn,8/26/34,1957,1965,F-C,6,7,200.7,,,,,218,,College of the Holy Cross
Tom Henderson,1/26/52,1975,1983,G,6,3,190.5,,,,,190,,University of Hawaii
Tom Hoover,1/23/41,1964,1969,C,6,9,205.7,,,,,230,,Villanova University
Tom Hovasse,1/31/67,1995,1995,F,6,8,203.2,,,,,205,,Pennsylvania State University
Tom Ingelsby,2/12/51,1974,1976,G,6,3,190.5,,,,,180,,Villanova University
Tom Kelly,3/5/24,1949,1949,G,6,0,182.9,,,,,170,,New York University
Tom Kerwin,7/7/44,1968,1968,F,6,7,200.7,,,,,210,,Centenary College of Louisiana
Tom King,3/9/24,1947,1947,G,6,0,182.9,,,,,165,,University of Michigan
Tom Kondla,11/30/46,1969,1969,C,6,8,203.2,,,,,225,,University of Minnesota
Tom Kozelko,7/1/51,1974,1976,F,6,8,203.2,,,,,220,,University of Toledo
Tom Kropp,2/12/53,1976,1977,G,6,3,190.5,,,,,205,,University of Nebraska at Kearney
Tom LaGarde,2/10/55,1978,1985,C-F,6,10,208.3,,,,,220,,University of North Carolina
Tom Marshall,1/6/31,1955,1959,F-G,6,4,193.0,,,,,215,,Western Kentucky University
Tom McMillen,5/26/52,1976,1986,F-C,6,11,210.8,,,,,215,,University of Maryland
Tom Meschery,10/26/38,1962,1971,F,6,6,198.1,,,,,215,,Saint Mary's College of California
Tom Owens,6/28/49,1972,1983,C-F,6,10,208.3,,,,,215,,University of South Carolina
Tom Patterson,10/15/48,1973,1974,F,6,6,198.1,,,,,220,,Ouachita Baptist University
Tom Payne,11/19/50,1972,1972,C,7,2,218.4,,,,,240,,University of Kentucky
Tom Piotrowski,10/17/60,1984,1984,C,7,1,215.9,,,,,240,,La Salle University
Tom Riker,2/28/50,1973,1975,C-F,6,10,208.3,,,,,225,,University of South Carolina
Tom Sanders,11/8/38,1961,1973,F,6,6,198.1,,,,,210,,New York University
Tom Scheffler,10/27/54,1985,1985,C,6,11,210.8,,,,,240,,Purdue University
Tom Sewell,3/11/62,1985,1985,G,6,5,195.6,,,,,185,,Lamar University
Tom Sluby,2/18/62,1985,1985,G,6,4,193.0,,,,,200,,University of Notre Dame
Tom Stith,1/21/39,1963,1963,F,6,5,195.6,,,,,210,,St. Bonaventure University
Tom Thacker,11/2/39,1964,1971,G-F,6,2,188.0,,,,,170,,University of Cincinnati
Tom Tolbert,10/16/65,1989,1995,F-C,6,7,200.7,,,,,235,,University of Arizona
Tom Van Arsdale,2/22/43,1966,1977,F-G,6,5,195.6,,,,,202,,Indiana University
Tom Workman,11/14/44,1968,1971,F-C,6,7,200.7,,,,,218,,Seattle University
Tomas Satoransky,10/30/91,2017,2018,G,6,7,200.7,201.3,254.0,8.5,9.5,210,5.2%,
Tommie Bowens,7/7/40,1968,1970,F-C,6,8,203.2,,,,,220,,Grambling State University
Tommie Green,4/8/56,1979,1979,G,6,2,188.0,,,,,185,,Southern University and A&M College
Tommy Byrnes,2/19/23,1947,1951,F-G,6,3,190.5,,,,,175,,Seton Hall University
Tommy Kearns,10/6/36,1959,1959,G,5,11,180.3,,,,,185,,University of North Carolina
Tommy Kron,2/28/43,1967,1970,G,6,5,195.6,,,,,200,,University of Kentucky
Tommy O'Keefe,6/3/28,1951,1951,G,6,2,188.0,,,,,185,,Georgetown University
Tommy Woods,6/10/43,1968,1968,F,6,7,200.7,,,,,210,,East Tennessee State University
Toney Douglas,3/16/86,2010,2017,G,6,2,188.0,198.1,247.7,,,195,5.2%,Florida State University
Toni Kukoc,9/18/68,1994,2006,F,6,10,208.3,,,,,192,,
Tony Allen,1/11/82,2005,2018,G-F,6,4,193.0,205.7,259.1,,,213,6.7%,Oklahoma State University
Tony Battie,2/11/76,1998,2012,C-F,6,11,210.8,,,,,230,,Texas Tech University
Tony Bennett,6/1/69,1993,1995,G,6,0,182.9,,,,,175,,University of Wisconsin-Green Bay
Tony Bobbitt,10/22/79,2005,2005,G,6,4,193.0,200.7,254.0,,,190,7.3%,University of Cincinnati
Tony Bradley,1/8/98,2018,2018,F-C,6,11,210.8,226.1,285.8,9.5,9.5,240,12.0%,University of North Carolina
Tony Brown,7/29/60,1985,1992,F-G,6,6,198.1,,,,,185,,University of Arkansas
Tony Campbell,5/7/62,1985,1995,F-G,6,7,200.7,,,,,215,,Ohio State University
Tony Dawson,8/25/67,1991,1995,F,6,7,200.7,,,,,215,,Florida State University
Tony Delk,1/28/74,1997,2006,G,6,1,185.4,,,,,189,,University of Kentucky
Tony Dumas,8/25/72,1995,1998,G,6,6,198.1,,,,,190,,University of Missouri-Kansas City
Tony Farmer,1/3/70,1998,2000,F,6,9,205.7,,,,,244,,University of Nebraska
Tony Fuller,9/4/58,1981,1981,G,6,4,193.0,,,,,180,,Pepperdine University
Tony Harris,5/13/67,1991,1995,G,6,3,190.5,,,,,190,,University of New Orleans
Tony Jackson,11/7/42,1968,1969,F-G,6,4,193.0,,,,,200,,St. John's University
Tony Jackson,11/7/42,1981,1981,G,6,0,182.9,,,,,170,,Florida State University
Tony Jaros,2/22/20,1947,1951,F-G,6,3,190.5,,,,,185,,University of Minnesota
Tony Kappen,4/13/19,1947,1947,G,5,10,177.8,,,,,165,,
Tony Koski,6/26/46,1969,1969,F,6,8,203.2,,,,,215,,Providence College
Tony Lavelli,7/11/26,1950,1951,F,6,3,190.5,,,,,185,,Yale University
Tony Massenburg,7/31/67,1991,2005,F,6,9,205.7,,,,,220,,University of Maryland
Tony Mitchell,4/7/92,2014,2014,F,6,6,198.1,219.7,270.5,9,10,216,5.6%,University of Alabama
Tony Mitchell,4/7/92,2014,2014,F,6,8,203.2,219.7,270.5,9,10,235,5.6%,University of North Texas
Tony Parker,5/17/82,2002,2018,G,6,2,188.0,,,,,185,,
Tony Price,1/5/57,1981,1981,G,6,6,198.1,,,,,190,,University of Pennsylvania
Tony Robertson,1/1/56,1978,1979,G,6,4,193.0,,,,,195,,West Virginia University
Tony Smith,6/14/68,1991,2001,G,6,3,190.5,,,,,185,,Marquette University
Tony Snell,11/10/91,2014,2018,G-F,6,7,200.7,212.1,268.0,9,9.5,200,4.9%,University of New Mexico
Tony White,2/15/65,1988,1988,G,6,2,188.0,,,,,170,,University of Tennessee
Tony Windis,1/27/33,1960,1960,G,6,1,185.4,,,,,160,,University of Wyoming
Tony Wroten,4/13/93,2013,2016,G,6,6,198.1,205.7,256.5,8,9,205,5.2%,University of Washington
Tony Zeno,10/1/57,1980,1980,F,6,8,203.2,,,,,210,,Arizona State University
Torgeir Bryn,8/8/64,1990,1990,C,6,9,205.7,,,,,250,,Texas State University
Tornike Shengelia,10/5/91,2013,2014,F,6,9,205.7,,,,,217,,
Torraye Braggs,5/15/76,2004,2005,F,6,8,203.2,,,,,245,,Xavier University
Torrey Craig,12/19/90,2018,2018,G-F,6,6,198.1,,,,,215,,University of South Carolina Upstate
Toure' Murry,11/8/89,2014,2015,G-F,6,5,195.6,,,,,195,,Wichita State University
Tracy Jackson,4/21/59,1982,1984,G-F,6,6,198.1,,,,,205,,University of Notre Dame
Tracy McGrady,5/24/79,1998,2012,F-G,6,8,203.2,,,,,210,,
Tracy Moore,12/28/65,1992,1997,G-F,6,4,193.0,,,,,200,,University of Tulsa
Tracy Murray,7/25/71,1993,2004,F,6,7,200.7,,,,,225,,"University of California, Los Angeles"
Trajan Langdon,5/13/76,2000,2002,G,6,3,190.5,,,,,197,,Duke University
Travis Best,7/12/72,1996,2005,G,5,11,180.3,,,,,182,,Georgia Institute of Technology
Travis Diener,3/1/82,2006,2010,G,6,1,185.4,182.2,237.5,,,175,,Marquette University
Travis Grant,1/1/50,1973,1976,F,6,7,200.7,,,,,215,,Kentucky State University
Travis Hansen,4/15/78,2004,2004,G,6,6,198.1,199.4,255.3,,,205,6.0%,Brigham Young University
Travis Knight,9/13/74,1997,2003,C,7,0,213.4,,,,,235,,University of Connecticut
Travis Leslie,3/29/90,2012,2012,G,6,4,193.0,209.6,261.6,8.75,9.25,205,8.1%,University of Georgia
Travis Mays,6/19/68,1991,1993,G,6,2,188.0,,,,,190,,University of Texas at Austin
Travis Outlaw,9/18/84,2004,2014,F,6,9,205.7,,,,,210,,
Travis Wear,9/21/90,2015,2015,F,6,10,208.3,,,,,230,,"University of California, Los Angeles"
Travis Williams,5/27/69,1998,1999,F,6,6,198.1,,,,,215,,South Carolina State University
Tree Rollins,6/16/55,1978,1995,C,7,1,215.9,,,,,235,,Clemson University
Tremaine Fowlkes,4/11/76,2002,2005,F,6,8,203.2,,,,,220,,"California State University, Fresno"
Trent Tucker,12/20/59,1983,1993,G,6,5,195.6,,,,,193,,University of Minnesota
Trenton Hassell,3/4/79,2002,2010,G,6,5,195.6,203.2,252.7,,,200,5.3%,Austin Peay State University
Treveon Graham,10/29/93,2017,2018,G,6,6,198.1,209.6,261.6,8.5,8.25,220,5.5%,Virginia Commonwealth University
Trevor Ariza,6/30/85,2005,2018,F,6,8,203.2,218.4,273.1,,,215,8.0%,"University of California, Los Angeles"
Trevor Booker,11/25/87,2011,2018,F,6,8,203.2,207.6,269.2,9,9.5,228,7.3%,Clemson University
Trevor Ruffin,9/26/70,1995,1996,G,6,1,185.4,,,,,185,,University of Hawaii
Trevor Wilson,3/16/68,1991,1996,F,6,7,200.7,,,,,210,,"University of California, Los Angeles"
Trevor Winter,1/7/74,1999,1999,C,7,0,213.4,,,,,275,,University of Minnesota
Trey Burke,11/12/92,2014,2017,G,6,1,185.4,196.9,247.7,8.25,8.75,191,6.9%,University of Michigan
Trey Gilder,1/24/85,2010,2010,F,6,9,205.7,,,,,185,,Northwestern State University
Trey Johnson,8/30/84,2009,2012,G,6,5,195.6,195.6,248.9,,,218,5.4%,Jackson State University
Trey Lyles,11/5/95,2016,2018,F,6,10,208.3,217.2,274.3,9.25,10.25,234,12.1%,University of Kentucky
Trey Thompkins,5/20/90,2012,2012,F,6,10,208.3,215.9,273.1,9.25,9.75,245,15.5%,University of Georgia
Tristan Thompson,3/13/91,2012,2018,F-C,6,9,205.7,216.5,275.6,8.75,9.25,238,6.2%,University of Texas at Austin
Trooper Washington,4/21/44,1968,1973,F-C,6,7,200.7,,,,,215,,Cheyney University of Pennsylvania
Troy Bell,11/10/80,2004,2004,G,6,1,185.4,195.6,247.7,,,180,5.3%,Boston College
Troy Daniels,7/15/91,2014,2018,G,6,4,193.0,,,,,205,,Virginia Commonwealth University
Troy Hudson,3/13/76,1998,2008,G,6,1,185.4,,,,,170,,Southern Illinois University
Troy Murphy,5/2/80,2002,2013,F-C,6,11,210.8,210.8,268.0,,,245,11.7%,University of Notre Dame
Troy Williams,12/30/94,2017,2018,F,6,7,200.7,203.8,259.1,8.25,9.25,218,10.0%,Indiana University
Truck Robinson,10/4/51,1975,1985,F-C,6,7,200.7,,,,,225,,Tennessee State University
Ty Lawson,11/3/87,2010,2017,G,5,11,180.3,184.8,240.0,,,195,6.6%,University of North Carolina
Tyler Cavanaugh,2/9/94,2018,2018,F,6,9,205.7,,,,,239,,George Washington University
Tyler Dorsey,2/14/96,2018,2018,G,6,5,195.6,196.2,252.7,8.5,9.25,183,4.7%,University of Oregon
Tyler Ennis,8/24/94,2015,2018,G,6,3,190.5,201.3,248.9,8.25,8.75,194,6.2%,Syracuse University
Tyler Hansbrough,11/3/85,2010,2016,F,6,9,205.7,212.1,269.2,,,250,8.5%,University of North Carolina
Tyler Honeycutt,7/15/90,2012,2013,F,6,8,203.2,205.7,266.7,8.5,9.5,188,5.3%,"University of California, Los Angeles"
Tyler Johnson,5/7/92,2015,2018,G,6,4,193.0,,,,,186,,"California State University, Fresno"
Tyler Lydon,4/9/96,2018,2018,F,6,10,208.3,213.4,273.1,8.75,8.75,215,13.6%,Syracuse University
Tyler Ulis,1/5/96,2017,2018,G,5,10,177.8,188.0,224.8,7.5,7.5,150,5.2%,University of Kentucky
Tyler Zeller,1/17/90,2013,2018,F-C,7,0,213.4,213.4,265.4,9,9.75,253,6.4%,University of North Carolina
Tyreke Evans,9/19/89,2010,2018,G-F,6,6,198.1,211.5,264.2,,,220,7.1%,University of Memphis
Tyrone Britt,4/18/44,1968,1968,G,6,4,193.0,,,,,190,,Johnson C. Smith University
Tyrone Corbin,12/31/62,1986,2001,G-F,6,6,198.1,,,,,210,,DePaul University
Tyrone Hill,3/19/68,1991,2004,F,6,9,205.7,,,,,240,,Xavier University
Tyrone Nesby,1/31/76,1999,2002,F,6,6,198.1,,,,,225,,"University of Nevada, Las Vegas"
Tyronn Lue,5/3/77,1999,2009,G,6,0,182.9,,,,,175,,University of Nebraska
Tyrus Thomas,8/17/86,2007,2015,F,6,9,205.7,221.0,274.3,,,215,5.6%,Louisiana State University
Tyshawn Taylor,4/12/90,2013,2014,G,6,3,190.5,198.8,247.7,8.75,8.75,185,4.2%,University of Kansas
Tyson Chandler,10/2/82,2002,2018,C,7,1,215.9,221.0,279.4,,,240,6.7%,
Tyson Wheeler,10/8/75,1999,1999,G,5,10,177.8,,,,,165,,University of Rhode Island
Tyus Edney,2/14/73,1996,2001,G,5,10,177.8,,,,,152,,"University of California, Los Angeles"
Tyus Jones,5/10/96,2016,2018,G,6,2,188.0,195.6,246.4,8.25,8.75,195,6.5%,Duke University
Udonis Haslem,6/9/80,2004,2018,F-C,6,8,203.2,210.8,271.8,,,235,,University of Florida
Uros Slokar,5/14/83,2007,2007,F,6,10,208.3,,,,,238,,
Uwe Blab,3/26/62,1986,1990,C,7,1,215.9,,,,,252,,Indiana University
Vander Blue,7/17/92,2014,2018,G,6,4,193.0,198.1,255.3,8.5,9.5,200,4.6%,Marquette University
Vann Williford,1/26/48,1971,1971,F,6,6,198.1,,,,,195,,North Carolina State University
Vassilis Spanoulis,8/7/82,2007,2007,G,6,4,193.0,,,,,195,,
Vern Fleming,2/4/62,1985,1996,G,6,5,195.6,,,,,185,,University of Georgia
Vern Gardner,5/14/25,1950,1952,F-C,6,5,195.6,,,,,200,,University of Utah
Vern Hatton,1/13/36,1959,1962,G,6,3,190.5,,,,,195,,University of Kentucky
Vern Mikkelsen,10/21/28,1950,1959,F-C,6,7,200.7,,,,,230,,Hamline University
Vernon Macklin,9/20/86,2012,2012,F,6,10,208.3,,,,,227,,University of Florida
Vernon Maxwell,9/12/65,1989,2001,G,6,4,193.0,,,,,180,,University of Florida
Vester Marshall,12/22/48,1974,1974,F,6,7,200.7,,,,,200,,University of Oklahoma
Viacheslav Kravtsov,8/25/87,2013,2014,C,7,0,213.4,,,,,260,,
Vic Bartolome,9/29/48,1972,1972,C,7,0,213.4,,,,,230,,Oregon State University
Victor Alexander,8/31/69,1992,2002,C-F,6,9,205.7,,,,,265,,Iowa State University
Victor Claver,8/30/88,2013,2015,F,6,9,205.7,,,,,224,,
Victor Oladipo,5/4/92,2014,2018,G,6,4,193.0,206.4,255.3,8.75,9.25,210,6.6%,Indiana University
Viktor Khryapa,8/3/82,2005,2008,F,6,9,205.7,,,,,210,,
Vin Baker,11/23/71,1994,2006,F,6,11,210.8,,,,,232,,University of Hartford
Vince Boryla,3/11/27,1950,1954,F,6,5,195.6,,,,,210,,University of Denver
Vince Carter,1/26/77,1999,2018,G-F,6,6,198.1,,,,,220,,University of North Carolina
Vince Hunter,8/5/94,2018,2018,F,6,8,203.2,210.8,265.4,9,8.75,208,4.6%,University of Texas at El Paso
Vince Taylor,9/11/60,1983,1983,G-F,6,5,195.6,,,,,180,,Duke University
Vincent Askew,2/28/66,1988,1998,G-F,6,6,198.1,,,,,210,,University of Memphis
Vincent Yarbrough,3/21/81,2003,2003,G-F,6,7,200.7,214.6,265.4,,,210,,University of Tennessee
Vincenzo Esposito,1/3/69,1996,1996,G,6,3,190.5,,,,,198,,
Vinnie Johnson,9/1/56,1980,1992,G,6,2,188.0,,,,,200,,Baylor University
Vinny Del Negro,8/9/66,1989,2002,G,6,4,193.0,,,,,185,,North Carolina State University
Virgil Vaughn,5/15/18,1947,1947,F-C,6,4,193.0,,,,,205,,Western Kentucky University
Vitaly Potapenko,3/21/75,1997,2007,C,6,10,208.3,,,,,280,,Wright State University
Vitor Faverani,5/5/88,2014,2014,C,6,11,210.8,,,,,260,,
Vlade Divac,2/3/68,1990,2005,C,7,1,215.9,,,,,243,,
Vladimir Radmanovic,11/19/80,2002,2013,F,6,10,208.3,,,,,227,,
Vladimir Stepania,5/8/76,1999,2004,C,7,0,213.4,,,,,236,,
Voise Winters,10/12/62,1986,1986,F,6,8,203.2,,,,,200,,Bradley University
Von Wafer,7/21/85,2006,2012,G,6,5,195.6,,,,,210,,Florida State University
Vonteego Cummings,2/29/76,2000,2002,G,6,3,190.5,,,,,185,,University of Pittsburgh
Voshon Lenard,5/14/73,1996,2006,G,6,4,193.0,,,,,205,,University of Minnesota
Wade Baldwin,3/29/96,2017,2017,G,6,4,193.0,,,,,202,,Vanderbilt University
Wah Wah Jones,7/14/26,1950,1952,F,6,4,193.0,,,,,225,,University of Kentucky
Wali Jones,2/14/42,1965,1976,G,6,2,188.0,,,,,180,,Villanova University
Walker Banks,8/26/47,1971,1971,C,6,10,208.3,,,,,205,,Western Kentucky University
Walker Russell,10/26/60,1983,1988,G,6,5,195.6,,,,,195,,Western Michigan University
Walker Russell,10/26/60,2012,2012,G,6,0,182.9,,,,,170,,Jacksonville State University
Wallace Bryant,7/14/59,1984,1986,C,7,0,213.4,,,,,245,,University of San Francisco
Wally Anderzunas,1/11/46,1970,1970,C-F,6,7,200.7,,,,,220,,Creighton University
Wally Osterkorn,7/6/28,1952,1955,F-C,6,5,195.6,,,,,215,,University of Illinois at Urbana-Champaign
Wally Rank,3/1/58,1981,1981,F-G,6,6,198.1,,,,,220,,San Jose State University
Wally Szczerbiak,3/5/77,2000,2009,F,6,7,200.7,,,,,244,,Miami University
Wally Walker,7/18/54,1977,1984,F,6,7,200.7,,,,,190,,University of Virginia
Walt Bellamy,7/24/39,1962,1975,C,6,11,210.8,,,,,225,,Indiana University
Walt Budko,7/30/25,1949,1952,F-C,6,5,195.6,,,,,220,,Columbia University
Walt Davis,1/5/31,1954,1958,C-F,6,8,203.2,,,,,205,,Texas A&M University
Walt Frazier,3/29/45,1968,1980,G,6,4,193.0,,,,,200,,Southern Illinois University
Walt Gilmore,2/27/47,1971,1971,F,6,6,198.1,,,,,225,,Fort Valley State University
Walt Hazzard,4/15/42,1965,1974,G,6,2,188.0,,,,,185,,"University of California, Los Angeles"
Walt Kirk,9/3/24,1949,1952,G-F,6,3,190.5,,,,,173,,University of Illinois at Urbana-Champaign
Walt Lautenbach,11/17/22,1950,1950,G-F,6,2,188.0,,,,,185,,University of Wisconsin
Walt Miller,7/30/15,1947,1947,F,6,2,188.0,,,,,190,,Duquesne University
Walt Szczerbiak,8/21/49,1972,1972,F,6,6,198.1,,,,,210,,George Washington University
Walt Wesley,1/25/45,1967,1976,C,6,11,210.8,,,,,220,,University of Kansas
Walt Williams,4/16/70,1993,2003,F-G,6,8,203.2,,,,,219,,University of Maryland
