Year,Body,Injury,Severity,Position,Height (in cm),Wingspan (in cm),Standing Reach (in cm),Weight (in lb),Body Fat (%),Age,EndSeasonYear,Minutes,USG%,Games_Played,Fouls,Turnovers,Points,FT,3P,Steals,Assists,Offensive_Reb,Defensive_Reb
2016,foot,sore,dtd,F,208.3,210.2,270.5,245.0,10.2%,27,2017,24.783783783783782,26.0,37.0,2.810810810810811,2.4324324324324325,11.621621621621616,1.7837837837837838,0.5945945945945946,0.8918918918918919,2.351351351351352,1.162162162162162,4.081081081081081
2013,shoulder,injury,dnp,C,210.8,224.8,283.2,265.0,10.5%,27,2013,38.333333333333336,26.1,54.0,2.9444444444444446,3.2407407407407414,20.61111111111111,5.203703703703703,0.0,1.5,1.9259259259259256,3.7037037037037037,10.833333333333336
2013,hamstring,strained,dnp,F,203.2,218.4,273.1,215.0,8.0%,28,2014,26.267857142857146,17.9,56.0,1.2857142857142858,1.5,9.464285714285714,1.3928571428571428,1.3571428571428572,1.2857142857142858,2.017857142857143,0.7857142857142857,3.9642857142857135
2010,hamstring,strained,dnp,G,193.0,198.8,246.4,213.0,10.0%,27,2011,23.814285714285717,21.1,70.0,1.7571428571428571,1.3428571428571427,10.057142857142855,1.8428571428571427,0.9,0.4714285714285714,3.2571428571428567,0.2285714285714285,1.6285714285714286
2016,back,injury,dtd,C-F,215.9,221.0,274.3,245.0,5.7%,24,2017,21.852459016393446,17.4,61.0,3.0,1.2622950819672132,8.37704918032787,0.5737704918032787,1.4098360655737705,0.13114754098360654,1.5081967213114753,0.8360655737704918,4.311475409836065
2019,hip,injury,dtd,G-F,198.1,,,225.0,,31,2019,19.1,22.3,70.0,1.9142857142857144,0.5571428571428572,9.985714285714286,1.1571428571428573,2.342857142857143,0.5285714285714286,0.7857142857142857,0.2571428571428571,1.9142857142857144
2012,knee,sore,dnp,F,208.3,,,215.0,,32,2012,32.4,18.6,25.0,2.52,1.4,12.16,1.36,1.76,0.88,1.16,0.92,3.32
2019,ankle,sprained,dtd,F-C,205.7,213.4,268.0,250.0,9.4%,24,2019,26.707317073170728,25.3,82.0,3.341463414634146,2.597560975609756,16.134146341463413,3.719512195121952,0.12195121951219512,0.5243902439024389,2.5609756097560976,2.207317073170732,5.7682926829268295
2012,ankle,sprained,dnp,C,213.4,227.3,287.0,275.0,6.3%,23,2012,35.23170731707317,27.3,82.0,2.9268292682926833,2.1463414634146343,20.402439024390247,4.695121951219512,0.0,0.573170731707317,1.5731707317073171,2.4024390243902443,3.5487804878048776
2017,foot,sore,dtd,G-F,200.7,,,205.0,,24,2017,32.481012658227854,20.1,79.0,2.7088607594936707,1.6835443037974684,15.354430379746836,2.518987341772152,1.9746835443037976,1.2151898734177216,2.6962025316455698,0.4177215189873418,2.430379746835444
2016,groin,"torn', 'surgery",indefinitely,G-F,195.6,209.6,261.6,230.0,9.3%,26,2017,15.813953488372093,15.1,43.0,1.837209302325581,1.1162790697674418,4.744186046511628,0.4883720930232558,0.4418604651162791,0.5581395348837209,1.3953488372093024,0.4418604651162791,2.0697674418604652
2014,ankle,sprained,dnp,G,190.5,198.8,248.9,200.0,,29,2014,36.43589743589744,24.4,78.0,2.4871794871794872,2.7948717948717947,18.923076923076927,4.064102564102564,2.1666666666666665,0.9615384615384616,7.743589743589744,0.3717948717948718,2.602564102564102
2011,back,spasms,dnp,G-F,198.1,208.3,264.2,205.0,4.4%,24,2011,19.82608695652174,18.4,69.0,1.826086956521739,0.9420289855072465,7.507246376811594,0.6376811594202898,0.028985507246376805,0.5652173913043478,1.463768115942029,0.6086956521739131,2.1739130434782608
2012,calf,strained,dnp,F,203.2,218.4,273.1,215.0,8.0%,27,2013,32.92682926829269,18.4,41.0,1.7804878048780488,1.8536585365853653,10.829268292682926,1.9268292682926829,0.7073170731707317,1.6829268292682926,3.292682926829269,1.0,4.243902439024391
2015,hip,injury,dtd,F,205.7,,,212.0,,34,2015,25.63157894736842,13.3,76.0,0.8289473684210527,0.5394736842105263,5.973684210526316,0.4473684210526316,0.2631578947368421,0.5131578947368421,1.5657894736842106,0.42105263157894735,2.6578947368421053
2015,knee,sore,dtd,F,203.2,213.4,268.0,240.0,8.0%,30,2015,38.72727272727273,32.4,77.0,2.9090909090909087,2.5714285714285716,27.42857142857143,5.9610389610389625,2.168831168831169,1.2337662337662338,3.1428571428571432,1.8831168831168832,6.1948051948051965
2014,groin,strained,dnp,F,205.7,210.2,271.8,235.0,7.3%,25,2014,16.440677966101696,20.1,59.0,2.135593220338983,0.7288135593220338,6.135593220338983,0.559322033898305,0.0847457627118644,0.4067796610169492,0.559322033898305,1.152542372881356,1.7118644067796611
2013,shoulder,sore,dnp,G,193.0,,,190.0,,28,2013,27.153846153846153,19.2,65.0,1.4153846153846157,1.0461538461538462,11.553846153846154,2.2,1.7230769230769232,0.4153846153846154,2.523076923076923,0.2769230769230769,2.0307692307692307
2013,hamstring,strained,dnp,F,203.2,218.4,273.1,215.0,8.0%,28,2014,26.267857142857146,17.9,56.0,1.2857142857142858,1.5,9.464285714285714,1.3928571428571428,1.3571428571428572,1.2857142857142858,2.017857142857143,0.7857142857142857,3.9642857142857135
2013,knee,sore,dnp,F,200.7,212.1,262.9,228.0,,33,2014,24.08974358974359,20.2,78.0,1.7820512820512822,0.9230769230769232,10.423076923076923,0.9615384615384616,1.641025641025641,0.6538461538461539,1.0,0.5256410256410257,2.333333333333333
2014,groin,strained,dnp,F-C,213.4,,,250.0,,33,2014,33.775510204081634,20.5,49.0,1.8979591836734693,2.122448979591837,13.734693877551019,2.5510204081632653,0.16326530612244894,0.4897959183673469,4.081632653061225,2.26530612244898,6.3265306122448965
2013,calf,strained,dnp,F,203.2,218.4,273.1,215.0,8.0%,27,2013,32.92682926829269,18.4,41.0,1.7804878048780488,1.8536585365853653,10.829268292682926,1.9268292682926829,0.7073170731707317,1.6829268292682926,3.292682926829269,1.0,4.243902439024391
2016,hamstring,"surgery', 'torn",indefinitely,F-G,203.2,210.2,261.6,234.0,7.8%,25,2016,30.10126582278481,19.9,79.0,2.3164556962025316,1.4303797468354431,13.354430379746836,1.6962025316455696,1.379746835443038,1.5443037974683544,2.3037974683544302,0.6075949367088608,3.7848101265822787
2013,foot,fractured,dnp,F-C,205.7,,,289.0,,27,2013,23.393442622950825,22.4,61.0,1.7377049180327868,1.2295081967213115,9.278688524590164,1.8688524590163933,0.032786885245901634,0.7049180327868853,0.7704918032786885,1.7540983606557377,3.672131147540984
2017,groin,strained,dtd,G,188.0,201.3,250.2,180.0,4.0%,27,2018,33.36363636363637,21.9,55.0,2.5636363636363635,1.6,16.254545454545454,1.2363636363636363,1.963636363636364,1.2363636363636363,2.2181818181818183,1.181818181818182,4.890909090909091
2017,ankle,sprained,dtd,G,190.5,191.8,246.4,190.0,5.7%,29,2018,33.392405063291136,30.1,79.0,2.3164556962025316,3.0253164556962027,25.30379746835443,4.113924050632911,4.10126582278481,1.7974683544303798,6.632911392405063,0.7721518987341772,3.6962025316455698
2020,hamstring,injury,dtd,G,182.9,,,175.0,,31,2020,22.339285714285715,19.9,56.0,1.946428571428572,1.0892857142857142,8.946428571428571,0.8392857142857143,0.7857142857142857,0.5,3.625,0.4107142857142857,2.1785714285714284
2018,knee,sore,dtd,C-F,208.3,215.3,271.8,245.0,9.1%,32,2019,31.625,18.4,72.0,1.9166666666666667,1.8333333333333333,12.875,1.3055555555555556,1.3472222222222223,0.5972222222222222,4.708333333333333,1.4305555555555556,5.9305555555555545
2015,back,surgery,indefinitely,F-G,200.7,200.7,259.1,225.0,7.1%,30,2015,23.364864864864863,13.5,74.0,1.9729729729729728,0.7567567567567568,6.905405405405406,0.5135135135135135,1.0945945945945943,0.5540540540540541,1.4054054054054057,0.4864864864864865,1.6756756756756757
2016,ankle,sprained,dtd,G,195.6,,,200.0,,31,2017,29.196078431372552,15.3,51.0,1.5490196078431373,0.9607843137254902,10.019607843137257,1.4901960784313726,1.0,1.0196078431372548,1.4901960784313726,0.3725490196078432,1.9411764705882355
2013,shoulder,injury,dnp,G,190.5,201.9,254.0,200.0,,29,2013,34.0,23.3,45.0,2.066666666666667,2.355555555555556,15.555555555555555,2.8666666666666667,0.8666666666666667,0.6888888888888889,6.333333333333332,0.5111111111111111,3.4
2012,foot,strained,dnp,G,182.9,191.8,236.2,185.0,,29,2012,18.442622950819672,22.5,61.0,1.8524590163934431,1.360655737704918,7.9016393442622945,1.6721311475409837,0.26229508196721313,0.8524590163934426,3.19672131147541,0.2459016393442623,0.9672131147540984
2014,wrist,surgery,indefinitely,G,195.6,203.2,254.0,207.0,6.0%,21,2015,34.657534246575345,24.3,73.0,2.095890410958904,1.7534246575342465,17.10958904109589,2.041095890410959,1.8904109589041096,0.9726027397260274,3.328767123287671,0.7397260273972602,3.0
2014,calf,strained,dnp,G,195.6,208.3,260.4,200.0,,33,2014,29.342105263157894,26.0,76.0,0.9342105263157896,1.921052631578948,16.513157894736842,2.8421052631578947,1.9605263157894737,1.0394736842105263,2.5394736842105257,0.2894736842105263,1.3947368421052628
2012,groin,strained,dnp,F,205.7,213.4,270.5,245.0,,-29,2012,36.08219178082192,21.2,73.0,2.8904109589041096,2.3287671232876708,16.479452054794518,2.8767123287671232,0.0136986301369863,1.0136986301369864,3.191780821917808,2.9726027397260286,6.808219178082192
2014,foot,sore,dnp,G,200.7,,,199.0,,31,2014,27.740259740259727,21.0,77.0,1.7922077922077921,1.3116883116883118,13.987012987012987,2.844155844155844,2.051948051948052,0.935064935064935,1.3766233766233766,0.4025974025974026,1.9090909090909087
2011,ankle,sprained,dnp,C-F,210.8,,,220.0,,37,2011,31.294117647058826,13.0,51.0,2.0588235294117645,1.2549019607843137,7.7254901960784315,1.1764705882352942,0.0392156862745098,1.3529411764705883,2.9607843137254903,3.2549019607843137,8.823529411764708
2013,foot,sore,dnp,G,195.6,208.3,260.4,200.0,,32,2013,26.88333333333333,26.6,60.0,1.2333333333333334,1.85,13.95,3.183333333333333,1.3333333333333333,0.9166666666666666,3.183333333333333,0.26666666666666666,1.7
2016,hamstring,sore,dtd,G,195.6,198.1,252.7,210.0,6.3%,28,2016,23.90140845070423,23.6,71.0,2.323943661971831,1.8028169014084507,11.352112676056338,1.6197183098591552,1.3943661971830985,0.8028169014084507,2.7746478873239435,0.4225352112676056,2.2112676056338034
2011,hamstring,strained,dnp,F-G,203.2,,,218.0,,33,2011,33.333333333333336,25.0,9.0,1.7777777777777777,2.888888888888889,16.555555555555557,2.888888888888889,1.2222222222222223,1.5555555555555556,4.666666666666667,0.6666666666666666,3.2222222222222223
2011,knee,sore,dnp,F-C,210.8,,,226.0,,32,2011,28.442857142857147,22.9,70.0,3.0285714285714285,1.7857142857142858,13.571428571428573,2.3142857142857145,0.0,0.35714285714285715,1.3142857142857145,1.7714285714285714,5.1714285714285735
2015,ankle,sprained,dtd,F,205.7,215.3,268.0,250.0,12.0%,28,2016,19.571428571428573,17.4,70.0,2.2142857142857144,1.1285714285714286,7.914285714285715,0.9571428571428572,0.15714285714285714,0.7714285714285715,1.3571428571428572,0.8714285714285714,2.8
2016,ankle,sprained,dtd,C-F,210.8,222.9,279.4,228.0,4.2%,22,2017,29.328358208955226,18.8,67.0,2.8656716417910446,2.3582089552238807,11.149253731343284,2.0,0.01492537313432836,1.7611940298507462,1.82089552238806,2.298507462686567,5.791044776119403
2014,ankle,sore,dnp,G,188.0,201.3,250.2,180.0,4.0%,23,2014,28.7,18.8,50.0,2.58,1.44,9.22,0.74,0.8,1.28,2.08,0.6,1.62
2012,ankle,sprained,dnp,G,198.1,212.1,260.4,220.0,5.3%,31,2013,29.462962962962962,20.2,54.0,1.6851851851851851,1.1111111111111112,11.648148148148149,0.7592592592592593,1.8888888888888888,0.9814814814814816,1.9814814814814807,0.6666666666666666,2.9259259259259265
2015,calf,strained,dtd,F-C,210.8,218.4,278.1,245.0,5.3%,30,2016,19.80769230769231,18.4,52.0,1.9807692307692308,1.1538461538461535,8.23076923076923,1.7307692307692308,0.0,0.6730769230769231,1.5,1.75,3.0961538461538463
2011,knee,surgery,indefinitely,F,203.2,,,245.0,,26,2012,26.461538461538463,21.7,39.0,2.5384615384615383,1.6666666666666667,11.17948717948718,1.0512820512820509,1.0,0.4871794871794872,1.0256410256410255,0.9487179487179488,3.58974358974359
2010,knee,sore,dnp,G,198.1,203.2,256.5,215.0,7.6%,26,2011,37.215384615384615,26.7,65.0,2.0923076923076924,1.984615384615385,21.50769230769231,5.276923076923077,1.1230769230769229,0.9384615384615383,4.6923076923076925,1.1230769230769229,3.2615384615384615
2012,knee,bruised,dnp,G,193.0,205.7,251.5,215.0,8.2%,23,2012,37.714285714285715,26.5,56.0,2.0535714285714284,2.696428571428572,22.267857142857146,5.125,1.8928571428571428,1.2678571428571428,4.357142857142857,0.8035714285714286,2.125
2016,shoulder,strained,dtd,F,203.2,221.0,273.1,230.0,5.7%,29,2016,35.411764705882355,27.0,68.0,2.3088235294117645,2.6911764705882355,21.058823529411768,4.955882352941177,1.161764705882353,1.0441176470588236,3.6764705882352944,1.4411764705882353,4.426470588235294
2017,back,injury,dtd,F,208.3,,,240.0,,28,2017,30.424242424242426,24.7,66.0,1.6515151515151516,1.3636363636363635,17.03030303030303,3.015151515151515,1.9848484848484849,0.5757575757575758,1.106060606060606,1.9848484848484849,4.0151515151515165
2012,knee,sore,dnp,G,195.6,,,210.0,,30,2012,16.083333333333332,15.9,72.0,0.9861111111111112,0.6111111111111112,5.3194444444444455,0.4583333333333333,1.3055555555555556,0.2916666666666667,1.0694444444444444,0.2777777777777778,1.1944444444444444
2012,hamstring,strained,dnp,F,200.7,,,215.0,,29,2012,39.0,20.2,48.0,2.5,2.083333333333333,15.604166666666664,4.375,0.7291666666666666,1.2291666666666667,2.4166666666666665,1.5,6.708333333333332
2010,hamstring,sore,dnp,G,182.9,191.8,236.2,185.0,,27,2011,26.46031746031746,20.1,63.0,2.2698412698412698,1.825396825396825,9.968253968253967,2.253968253968254,0.19047619047619047,0.873015873015873,4.492063492063492,0.3809523809523809,1.8730158730158728
2013,ankle,sprained,dnp,G,182.9,189.2,241.3,190.0,8.0%,31,2013,29.929824561403517,21.4,57.0,2.280701754385965,2.3684210526315788,11.859649122807017,1.2456140350877194,1.5263157894736843,0.6666666666666666,5.701754385964912,0.5087719298245614,2.6666666666666665
2012,calf,strained,dtd,C-F,210.8,,,220.0,,38,2013,22.35,11.5,40.0,2.2,1.175,3.8,0.45,0.0,0.825,1.875,2.625,6.225
2014,knee,sore,dnp,F,208.3,207.0,265.4,230.0,7.0%,25,2014,36.28947368421053,18.3,76.0,1.9473684210526316,1.9342105263157887,15.48684210526316,1.4868421052631582,2.0,0.986842105263158,3.5394736842105265,1.0394736842105263,4.276315789473684
2014,calf,strained,dtd,F,200.7,205.7,245.1,226.0,,34,2015,27.53968253968254,16.6,63.0,2.9365079365079363,1.3492063492063493,9.92063492063492,1.0476190476190477,1.5396825396825398,0.8888888888888888,1.9841269841269842,0.9523809523809524,3.6825396825396814
2012,ankle,sprained,dnp,F-C,200.7,218.4,270.5,270.0,12.0%,23,2013,21.296875,21.7,64.0,2.625,1.4375,9.546875,1.140625,0.0,0.921875,1.21875,2.40625,3.078125
2012,shoulder,strained,dnp,G,200.7,,,199.0,,29,2012,32.5375,29.6,80.0,1.9375,2.3,23.45,7.425,2.2,1.0,2.475,0.35,2.875
2010,hamstring,sore,dnp,G,182.9,191.8,236.2,185.0,,27,2011,26.46031746031746,20.1,63.0,2.2698412698412698,1.825396825396825,9.968253968253967,2.253968253968254,0.19047619047619047,0.873015873015873,4.492063492063492,0.3809523809523809,1.8730158730158728
2013,knee,sore,dnp,G,200.7,203.2,262.9,220.0,8.6%,25,2014,35.26829268292683,21.2,82.0,2.4024390243902443,2.2804878048780486,13.341463414634148,1.8780487804878048,0.7073170731707317,0.8658536585365854,4.317073170731708,0.6829268292682927,5.621951219512195
2016,foot,fractured,season,C,215.9,,,255.0,,31,2016,33.172839506172835,24.6,81.0,2.567901234567901,2.1728395061728394,17.444444444444443,4.320987654320987,0.037037037037037035,0.8641975308641975,3.7901234567901234,1.4197530864197532,6.3580246913580245
2011,knee,sore,dnp,F,205.7,221.0,274.3,215.0,5.6%,24,2011,23.37931034482759,19.6,29.0,2.2068965517241383,1.7931034482758617,8.827586206896553,2.0,0.0,1.3793103448275863,1.1379310344827591,1.4482758620689655,4.862068965517241
2013,shoulder,torn,dnp,F-C,213.4,210.2,269.2,245.0,7.5%,26,2013,23.675,20.4,40.0,2.55,1.0,9.9,0.825,0.025,0.525,0.85,1.8,3.1
2014,knee,tendinitis,dnp,G,193.0,205.7,251.5,215.0,8.2%,25,2014,30.095238095238088,29.4,42.0,1.7857142857142858,2.7857142857142856,16.976190476190474,4.4523809523809526,1.3333333333333333,1.0714285714285714,3.261904761904762,0.2380952380952381,1.5952380952380951
2014,back,strained,dtd,F,203.2,213.4,274.3,228.0,6.3%,25,2015,27.225,21.3,80.0,2.4125,1.6875,13.7,2.525,0.0,0.875,1.2,2.975,5.575
2017,hamstring,strained,dtd,C,213.4,221.0,280.7,260.0,,32,2017,20.728571428571428,11.4,70.0,3.1571428571428566,1.1857142857142855,5.357142857142857,0.3428571428571429,0.014285714285714284,0.4714285714285714,2.3142857142857145,1.7285714285714286,5.3
2013,ankle,sprained,dnp,F,203.2,207.6,269.2,228.0,7.3%,25,2013,25.22,15.6,50.0,2.76,1.16,8.38,1.12,0.02,0.96,0.8,2.38,4.12
2012,knee,sore,dnp,F,208.3,,,215.0,,32,2012,32.4,18.6,25.0,2.52,1.4,12.16,1.36,1.76,0.88,1.16,0.92,3.32
2013,ankle,sprained,dnp,G,190.5,198.8,248.9,200.0,,29,2014,36.43589743589744,24.4,78.0,2.4871794871794872,2.7948717948717947,18.923076923076927,4.064102564102564,2.1666666666666665,0.9615384615384616,7.743589743589744,0.3717948717948718,2.602564102564102
2013,knee,torn,dnp,G,190.5,,,194.0,,30,2013,22.523809523809533,28.0,42.0,2.4047619047619047,1.619047619047619,12.190476190476188,1.8095238095238089,0.9523809523809524,0.8571428571428571,1.5,0.5,1.380952380952381
2014,back,spasms,dnp,F-C,208.3,227.3,274.3,253.0,7.9%,21,2014,28.84375,21.8,64.0,2.46875,1.390625,13.546875,2.640625,0.0,1.171875,0.984375,2.578125,5.578125
2015,back,sprained,dtd,G,182.9,189.2,241.3,190.0,8.0%,33,2016,25.39130434782609,15.7,23.0,2.3043478260869565,1.6956521739130437,7.260869565217392,0.3043478260869565,1.6521739130434785,0.6521739130434783,4.130434782608695,0.6086956521739131,2.130434782608696
2015,shoulder,sore,dtd,F,200.7,212.1,265.4,210.0,4.5%,25,2016,16.951612903225804,14.6,62.0,1.435483870967742,0.6290322580645161,5.032258064516129,1.2741935483870968,0.5,0.4032258064516129,0.7741935483870968,0.8225806451612904,2.0161290322580645
2016,knee,sore,dtd,G-F,198.1,,,225.0,,29,2017,22.875,22.8,64.0,2.21875,1.09375,11.765625,1.453125,2.21875,0.828125,0.984375,0.390625,2.34375
2015,back,injury,dtd,G,185.4,196.9,247.7,191.0,6.9%,22,2015,32.31428571428572,21.8,70.0,2.0714285714285716,1.871428571428572,12.785714285714285,1.457142857142857,1.5857142857142856,0.6,5.6571428571428575,0.5285714285714286,2.442857142857143
2015,calf,strained,dtd,F,208.3,214.6,270.5,250.0,,34,2016,16.941176470588232,17.0,51.0,1.7843137254901962,0.5490196078431373,5.431372549019608,0.6666666666666666,0.4509803921568628,0.4117647058823529,0.9607843137254902,1.4117647058823528,2.9607843137254903
2016,hamstring,sore,dtd,G,195.6,201.3,255.3,210.0,6.1%,30,2017,21.982758620689655,20.3,58.0,1.3275862068965518,1.3103448275862069,8.913793103448276,2.2586206896551726,0.3448275862068966,0.7413793103448276,2.4482758620689653,0.3275862068965517,2.3620689655172407
2011,knee,sore,dnp,F,205.7,221.0,274.3,215.0,5.6%,24,2011,23.37931034482759,19.6,29.0,2.2068965517241383,1.7931034482758617,8.827586206896553,2.0,0.0,1.3793103448275863,1.1379310344827591,1.4482758620689655,4.862068965517241
2014,knee,surgery,season,F,208.3,,,225.0,,25,2014,32.52112676056339,21.3,71.0,1.8309859154929573,1.5633802816901408,16.183098591549292,4.028169014084507,1.9014084507042253,0.9014084507042254,2.4788732394366195,0.9154929577464788,4.253521126760563
2012,ankle,sprained,dnp,F,208.3,,,225.0,,23,2012,34.8125,18.5,48.0,2.4375,1.2083333333333333,15.916666666666664,5.395833333333332,1.7291666666666667,0.7916666666666666,1.7083333333333333,1.0,3.7708333333333335
2012,knee,sore,dnp,G,195.6,,,210.0,,30,2012,16.083333333333332,15.9,72.0,0.9861111111111112,0.6111111111111112,5.3194444444444455,0.4583333333333333,1.3055555555555556,0.2916666666666667,1.0694444444444444,0.2777777777777778,1.1944444444444444
2012,shoulder,sore,dnp,F,208.3,207.0,265.4,230.0,7.0%,24,2013,28.63492063492064,16.7,63.0,2.253968253968254,1.2857142857142858,9.507936507936508,0.6825396825396826,0.9523809523809524,1.1587301587301588,2.126984126984127,1.4285714285714286,3.333333333333333
2011,hamstring,strained,dnp,G,190.5,,,194.0,,28,2011,17.863636363636363,24.9,44.0,1.6136363636363635,1.0454545454545454,9.5,1.4545454545454546,1.0,0.5227272727272727,1.4545454545454546,0.25,1.318181818181818
