,Unnamed: 0,Date,Team,Notes,Player,dateTime,Year,Tokenized Notes,Body,Injury,Severity,Player_Identifier
8253,9875,2018-11-01,Kings,sore right ankle (DTD),Troy Williams,2018-11-01,2018,"['sore', 'right', 'ankle', '(', 'dtd', ')']","['right', 'ankle']",['sore'],['dtd'],willitr02
8256,9880,2018-11-03,Heat,toe injury (DTD),Goran Dragic,2018-11-03,2018,"['toe', 'injury', '(', 'dtd', ')']",['toe'],['injury'],['dtd'],
8265,9894,2018-11-05,Knicks,back injury (DTD),Tim Hardaway Jr.,2018-11-05,2018,"['back', 'injury', '(', 'dtd', ')']",['back'],['injury'],['dtd'],
8270,9902,2018-11-07,Heat,right knee injury (DTD),Goran Dragic,2018-11-07,2018,"['right', 'knee', 'injury', '(', 'dtd', ')']","['right', 'knee']",['injury'],['dtd'],
8278,9917,2018-11-10,Spurs,sprained right ankle (DTD),Jakob Poeltl,2018-11-10,2018,"['sprained', 'right', 'ankle', '(', 'dtd', ')']","['right', 'ankle']",['sprained'],['dtd'],
8285,9927,2018-11-13,Grizzlies,illness (DTD),Ivan Rabb,2018-11-13,2018,"['illness', '(', 'dtd', ')']",[],['illness'],['dtd'],rabbiv01
8289,9932,2018-11-14,Heat,illness (DTD),Derrick Jones Jr.,2018-11-14,2018,"['illness', '(', 'dtd', ')']",[],['illness'],['dtd'],
8294,9938,2018-11-15,Hawks,right Achilles injury (DTD),Taurean Prince,2018-11-15,2018,"['right', 'achilles', 'injury', '(', 'dtd', ')']","['right', 'achilles']",['injury'],['dtd'],
8296,9943,2018-11-16,Mavericks,strained left hamstring (DTD),Wes Matthews Jr.,2018-11-16,2018,"['strained', 'left', 'hamstring', '(', 'dtd', ')']","['left', 'hamstring']",['strained'],['dtd'],
8300,9950,2018-11-17,Spurs,concussion (DTD),Davis Bertans,2018-11-17,2018,"['concussion', '(', 'dtd', ')']",[],['concussion'],['dtd'],
8301,9951,2018-11-17,Thunder,illness (DTD),Alex Abrines,2018-11-17,2018,"['illness', '(', 'dtd', ')']",[],['illness'],['dtd'],
8306,9958,2018-11-19,Mavericks,strained left adductor (DTD),Jose Barea ,2018-11-19,2018,"['strained', 'left', 'adductor', '(', 'dtd', ')']","['left', 'adductor']",['strained'],['dtd'],
8311,9965,2018-11-21,Hornets,sprained right ankle (DTD),Willy Hernangomez,2018-11-21,2018,"['sprained', 'right', 'ankle', '(', 'dtd', ')']","['right', 'ankle']",['sprained'],['dtd'],
8312,9968,2018-11-22,Thunder,sprained left ankle (out indefinitely),Hamidou Diallo,2018-11-22,2018,"['sprained', 'left', 'ankle', '(', 'out', 'indefinitely', ')']","['left', 'ankle']",['sprained'],['indefinitely'],
8313,9969,2018-11-23,Clippers,head injury (DTD),Tyrone Wallace,2018-11-23,2018,"['head', 'injury', '(', 'dtd', ')']",['head'],['injury'],['dtd'],wallaty01
8315,9975,2018-11-24,Bucks,sore right knee (DTD),Ersan Ilyasova,2018-11-24,2018,"['sore', 'right', 'knee', '(', 'dtd', ')']","['right', 'knee']",['sore'],['dtd'],
8316,9976,2018-11-24,Mavericks,sprained right wrist (DTD),Dennis Smith Jr.,2018-11-24,2018,"['sprained', 'right', 'wrist', '(', 'dtd', ')']","['right', 'wrist']",['sprained'],['dtd'],
8321,9984,2018-11-26,Rockets,sore right ankle (DTD),Gerald Green ,2018-11-26,2018,"['sore', 'right', 'ankle', '(', 'dtd', ')']","['right', 'ankle']",['sore'],['dtd'],
8322,9985,2018-11-26,Rockets,sprained left ankle (DTD),Qi Zhou,2018-11-26,2018,"['sprained', 'left', 'ankle', '(', 'dtd', ')']","['left', 'ankle']",['sprained'],['dtd'],
8329,9997,2018-11-30,Heat,strained right hamstring (DTD),Derrick Jones Jr.,2018-11-30,2018,"['strained', 'right', 'hamstring', '(', 'dtd', ')']","['right', 'hamstring']",['strained'],['dtd'],
8333,10004,2018-12-01,Cavaliers,left knee injury (DTD),Ante Zizic,2018-12-01,2018,"['left', 'knee', 'injury', '(', 'dtd', ')']","['left', 'knee']",['injury'],['dtd'],
8338,10011,2018-12-02,Grizzlies,sore left knee (DTD),Wayne Selden Jr.,2018-12-02,2018,"['sore', 'left', 'knee', '(', 'dtd', ')']","['left', 'knee']",['sore'],['dtd'],
8343,10018,2018-12-03,Pelicans,illness (DTD),Nikola Mirotic,2018-12-03,2018,"['illness', '(', 'dtd', ')']",[],['illness'],['dtd'],
8347,10026,2018-12-04,Hawks,left ankle injury (out indefinitely),Taurean Prince,2018-12-04,2018,"['left', 'ankle', 'injury', '(', 'out', 'indefinitely', ')']","['left', 'ankle']",['injury'],['indefinitely'],
8368,10063,2018-12-10,Wizards,sore left heel (DTD),John Wall ,2018-12-10,2018,"['sore', 'left', 'heel', '(', 'dtd', ')']",['left'],['sore'],['dtd'],
8372,10067,2018-12-11,Pelicans,right ankle injury (DTD),Nikola Mirotic,2018-12-11,2018,"['right', 'ankle', 'injury', '(', 'dtd', ')']","['right', 'ankle']",['injury'],['dtd'],
8373,10068,2018-12-11,Pistons,sprained left ankle (DTD),Glenn Robinson III,2018-12-11,2018,"['sprained', 'left', 'ankle', '(', 'dtd', ')']","['left', 'ankle']",['sprained'],['dtd'],
8377,10076,2018-12-12,Heat,sore right knee (DTD),Goran Dragic,2018-12-12,2018,"['sore', 'right', 'knee', '(', 'dtd', ')']","['right', 'knee']",['sore'],['dtd'],
8378,10079,2018-12-12,Grizzlies,concussion (DTD),Yuta Watanabe,2018-12-12,2018,"['concussion', '(', 'dtd', ')']",[],['concussion'],['dtd'],watanyu01
8379,10082,2018-12-13,Raptors,left thumb injury (DTD),Jonas Valanciunas,2018-12-13,2018,"['left', 'thumb', 'injury', '(', 'dtd', ')']","['left', 'thumb']",['injury'],['dtd'],
8386,10094,2018-12-15,Kings,left knee injury (DTD),Marvin Bagley III,2018-12-15,2018,"['left', 'knee', 'injury', '(', 'dtd', ')']","['left', 'knee']",['injury'],['dtd'],
8391,10102,2018-12-17,Knicks,right heel injury (DTD),Tim Hardaway Jr.,2018-12-17,2018,"['right', 'heel', 'injury', '(', 'dtd', ')']",['right'],['injury'],['dtd'],
8397,10111,2018-12-19,Heat,surgery on right knee (out indefinitely),Goran Dragic,2018-12-19,2018,"['surgery', 'on', 'right', 'knee', '(', 'out', 'indefinitely', ')']","['right', 'knee']",['surgery'],['indefinitely'],
8398,10112,2018-12-19,Kings,sore right foot (DTD),Bogdan Bogdanovic,2018-12-19,2018,"['sore', 'right', 'foot', '(', 'dtd', ')']","['right', 'foot']",['sore'],['dtd'],
8411,10135,2018-12-22,Wizards,illness (DTD),John Wall ,2018-12-22,2018,"['illness', '(', 'dtd', ')']",[],['illness'],['dtd'],
8415,10143,2018-12-25,Thunder,illness (DTD),Alex Abrines,2018-12-25,2018,"['illness', '(', 'dtd', ')']",[],['illness'],['dtd'],
8422,10152,2018-12-27,Mavericks,sore right foot (DTD),Wes Matthews Jr.,2018-12-27,2018,"['sore', 'right', 'foot', '(', 'dtd', ')']","['right', 'foot']",['sore'],['dtd'],
8423,10153,2018-12-28,Cavaliers,sore right knee (DTD),Ante Zizic,2018-12-28,2018,"['sore', 'right', 'knee', '(', 'dtd', ')']","['right', 'knee']",['sore'],['dtd'],
8429,10164,2018-12-29,Wizards,surgery on left Achilles (out for season),John Wall ,2018-12-29,2018,"['surgery', 'on', 'left', 'achilles', '(', 'out', 'for', 'season', ')']","['left', 'achilles']",['surgery'],['season'],
8435,10174,2018-12-30,Timberwolves,illness (DTD),Keita Bates-Diop,2018-12-30,2018,"['illness', '(', 'dtd', ')']",[],['illness'],['dtd'],bateske01
8436,10175,2018-12-31,Magic,sprained right ankle (DTD),D.J. Augustine,2018-12-31,2018,"['sprained', 'right', 'ankle', '(', 'dtd', ')']","['right', 'ankle']",['sprained'],['dtd'],
8447,10196,2019-01-04,Clippers,knee injury (DTD),Milos Teodosic,2019-01-04,2019,"['knee', 'injury', '(', 'dtd', ')']",['knee'],['injury'],['dtd'],
8451,10201,2019-01-04,Pacers,sore right knee (DTD),Ike Anigbogu,2019-01-04,2019,"['sore', 'right', 'knee', '(', 'dtd', ')']","['right', 'knee']",['sore'],['dtd'],anigbik01
8452,10202,2019-01-05,Blazers,left knee injury (DTD),Moe Harkless,2019-01-05,2019,"['left', 'knee', 'injury', '(', 'dtd', ')']","['left', 'knee']",['injury'],['dtd'],
8460,10216,2019-01-08,Blazers,left knee injury (DTD),Moe Harkless,2019-01-08,2019,"['left', 'knee', 'injury', '(', 'dtd', ')']","['left', 'knee']",['injury'],['dtd'],
8467,10226,2019-01-09,Magic,sore left foot (DTD),Mo Bamba,2019-01-09,2019,"['sore', 'left', 'foot', '(', 'dtd', ')']","['left', 'foot']",['sore'],['dtd'],
8475,10243,2019-01-12,Mavericks,torn right Achilles tendon (out for season),Jose Barea ,2019-01-12,2019,"['torn', 'right', 'achilles', 'tendon', '(', 'out', 'for', 'season', ')']","['right', 'achilles', 'tendon']",['torn'],['season'],
8479,10247,2019-01-13,Knicks,left hamstring injury (DTD),Tim Hardaway Jr.,2019-01-13,2019,"['left', 'hamstring', 'injury', '(', 'dtd', ')']","['left', 'hamstring']",['injury'],['dtd'],
8485,10256,2019-01-16,Bulls,sprained left thumb (out for season),Wendell Carter Jr.,2019-01-16,2019,"['sprained', 'left', 'thumb', '(', 'out', 'for', 'season', ')']","['left', 'thumb']",['sprained'],['season'],
8486,10259,2019-01-16,Pistons,sore lower back (DTD),Khyri Thomas,2019-01-16,2019,"['sore', 'lower', 'back', '(', 'dtd', ')']",['back'],['sore'],['dtd'],thomakh01
8492,10273,2019-01-19,Nuggets,strained abdominal (DTD),Juan Hernangomez,2019-01-19,2019,"['strained', 'abdominal', '(', 'dtd', ')']",[],['strained'],['dtd'],
8521,10317,2019-01-30,Blazers,sore right knee (DTD),Jusuf Nurkic,2019-01-30,2019,"['sore', 'right', 'knee', '(', 'dtd', ')']","['right', 'knee']",['sore'],['dtd'],
8525,10325,2019-01-31,Mavericks,sore left ankle (DTD),Luka Doncic,2019-01-31,2019,"['sore', 'left', 'ankle', '(', 'dtd', ')']","['left', 'ankle']",['sore'],['dtd'],
8527,10327,2019-02-01,Grizzlies,right quadricep injury (DTD),Jaren Jackson Jr.,2019-02-01,2019,"['right', 'quadricep', 'injury', '(', 'dtd', ')']",['right'],['injury'],['dtd'],
8531,10332,2019-02-01,Pelicans,surgery on right thumb (out for season),Trevon Bluiett,2019-02-01,2019,"['surgery', 'on', 'right', 'thumb', '(', 'out', 'for', 'season', ')']","['right', 'thumb']",['surgery'],['season'],
8533,10336,2019-02-02,Magic,left leg injury (DTD),Mo Bamba,2019-02-02,2019,"['left', 'leg', 'injury', '(', 'dtd', ')']","['left', 'leg']",['injury'],['dtd'],
8535,10341,2019-02-03,Celtics,sore back (DTD),Robert Williams III,2019-02-03,2019,"['sore', 'back', '(', 'dtd', ')']",['back'],['sore'],['dtd'],
8549,10365,2019-02-08,Mavericks,illness (DTD),Kostas Antetokounmpo,2019-02-08,2019,"['illness', '(', 'dtd', ')']",[],['illness'],['dtd'],
8550,10366,2019-02-09,Grizzlies,ankle injury (DTD),Yuta Watanabe,2019-02-09,2019,"['ankle', 'injury', '(', 'dtd', ')']",['ankle'],['injury'],['dtd'],watanyu01
8553,10374,2019-02-10,Warriors,pelvic injury (DTD),Jacob Evans,2019-02-10,2019,"['pelvic', 'injury', '(', 'dtd', ')']",[],['injury'],['dtd'],evansja02
8556,10377,2019-02-11,Rockets,right calf injury (DTD),Nene Hilario ,2019-02-11,2019,"['right', 'calf', 'injury', '(', 'dtd', ')']","['right', 'calf']",['injury'],['dtd'],
8557,10379,2019-02-12,Celtics,sore back (DTD),Robert Williams III,2019-02-12,2019,"['sore', 'back', '(', 'dtd', ')']",['back'],['sore'],['dtd'],
8558,10380,2019-02-12,Grizzlies,illness (DTD),Mike Conley Jr.,2019-02-12,2019,"['illness', '(', 'dtd', ')']",[],['illness'],['dtd'],
8561,10385,2019-02-13,Nets,sprained left elbow (DTD),Rodions Kurucs,2019-02-13,2019,"['sprained', 'left', 'elbow', '(', 'dtd', ')']","['left', 'elbow']",['sprained'],['dtd'],kurucro01
8570,10403,2019-02-25,Heat,illness (DTD),Derrick Jones Jr.,2019-02-25,2019,"['illness', '(', 'dtd', ')']",[],['illness'],['dtd'],
8573,10407,2019-02-25,Pacers,bruised left foot (DTD),Alize Johnson,2019-02-25,2019,"['bruised', 'left', 'foot', '(', 'dtd', ')']","['left', 'foot']",['bruised'],['dtd'],johnsal02
8574,10408,2019-02-26,76ers,right knee injury (DTD),Boban Marjanovic,2019-02-26,2019,"['right', 'knee', 'injury', '(', 'dtd', ')']","['right', 'knee']",['injury'],['dtd'],
8576,10410,2019-02-26,Pacers,sprained left ankle (DTD),Domas Sabonis,2019-02-26,2019,"['sprained', 'left', 'ankle', '(', 'dtd', ')']","['left', 'ankle']",['sprained'],['dtd'],
8577,10412,2019-02-27,Grizzlies,right heel injury (DTD),Ivan Rabb,2019-02-27,2019,"['right', 'heel', 'injury', '(', 'dtd', ')']",['right'],['injury'],['dtd'],rabbiv01
8580,10418,2019-02-28,Kings,sprained left knee (DTD),Marvin Bagley III,2019-02-28,2019,"['sprained', 'left', 'knee', '(', 'dtd', ')']","['left', 'knee']",['sprained'],['dtd'],
8586,10424,2019-03-01,Cavaliers,concussion (DTD),Ante Zizic,2019-03-01,2019,"['concussion', '(', 'dtd', ')']",[],['concussion'],['dtd'],
8589,10428,2019-03-02,Heat,strained left calf (DTD),Goran Dragic,2019-03-02,2019,"['strained', 'left', 'calf', '(', 'dtd', ')']","['left', 'calf']",['strained'],['dtd'],
8592,10432,2019-03-03,Grizzlies,general soreness (DTD),Mike Conley Jr.,2019-03-03,2019,"['general', 'soreness', '(', 'dtd', ')']",[],['soreness'],['dtd'],
8594,10436,2019-03-04,Mavericks,hip flexor injury (DTD),Kostas Antetokounmpo,2019-03-04,2019,"['hip', 'flexor', 'injury', '(', 'dtd', ')']","['hip', 'flexor']",['injury'],['dtd'],
8598,10443,2019-03-05,Pacers,bruised left knee (DTD),Edmond Sumner,2019-03-05,2019,"['bruised', 'left', 'knee', '(', 'dtd', ')']","['left', 'knee']",['bruised'],['dtd'],sumneed01
8604,10452,2019-03-08,Magic,right knee injury (DTD),Isaiah Briscoe,2019-03-08,2019,"['right', 'knee', 'injury', '(', 'dtd', ')']","['right', 'knee']",['injury'],['dtd'],
8611,10461,2019-03-10,Cavaliers,rib injury (DTD),Larry Nance Jr.,2019-03-10,2019,"['rib', 'injury', '(', 'dtd', ')']",['rib'],['injury'],['dtd'],
8614,10468,2019-03-11,Magic,surgery on right knee (out indefinitely),Isaiah Briscoe,2019-03-11,2019,"['surgery', 'on', 'right', 'knee', '(', 'out', 'indefinitely', ')']","['right', 'knee']",['surgery'],['indefinitely'],
8631,10492,2019-03-17,Blazers,left knee injury (DTD),C.J. McCollum,2019-03-17,2019,"['left', 'knee', 'injury', '(', 'dtd', ')']","['left', 'knee']",['injury'],['dtd'],
8634,10496,2019-03-19,Bucks,illness (DTD),Ersan Ilyasova,2019-03-19,2019,"['illness', '(', 'dtd', ')']",[],['illness'],['dtd'],
8641,10506,2019-03-20,Knicks,illness (DTD),Kadeem Allen,2019-03-20,2019,"['illness', '(', 'dtd', ')']",[],['illness'],['dtd'],allenka01
8648,10517,2019-03-22,Grizzlies,general soreness (DTD),Mike Conley Jr.,2019-03-22,2019,"['general', 'soreness', '(', 'dtd', ')']",[],['soreness'],['dtd'],
8650,10524,2019-03-24,Rockets,strained left adductor (DTD),Gerald Green ,2019-03-24,2019,"['strained', 'left', 'adductor', '(', 'dtd', ')']","['left', 'adductor']",['strained'],['dtd'],
8653,10527,2019-03-25,Grizzlies,left thigh injury (DTD),Mike Conley Jr.,2019-03-25,2019,"['left', 'thigh', 'injury', '(', 'dtd', ')']",['left'],['injury'],['dtd'],
8654,10528,2019-03-25,Magic,bruised lower back (DTD),Melvin Frazier Jr.,2019-03-25,2019,"['bruised', 'lower', 'back', '(', 'dtd', ')']",['back'],['bruised'],['dtd'],
8655,10529,2019-03-26,Blazers,fractured lower left leg (out for season),Jusuf Nurkic,2019-03-26,2019,"['fractured', 'lower', 'left', 'leg', '(', 'out', 'for', 'season', ')']","['left', 'leg']",['fractured'],['season'],
8663,10538,2019-03-27,Wizards,hip injury (DTD),Devin Robinson,2019-03-27,2019,"['hip', 'injury', '(', 'dtd', ')']",['hip'],['injury'],['dtd'],robinde01
8675,10551,2019-03-30,Mavericks,bruised right thigh (DTD),Luka Doncic,2019-03-30,2019,"['bruised', 'right', 'thigh', '(', 'dtd', ')']",['right'],['bruised'],['dtd'],
8679,10555,2019-03-31,Grizzlies,sore left ankle (out for season),Mike Conley Jr.,2019-03-31,2019,"['sore', 'left', 'ankle', '(', 'out', 'for', 'season', ')']","['left', 'ankle']",['sore'],['season'],
8683,10561,2019-04-01,Bucks,sore back (DTD),Ersan Ilyasova,2019-04-01,2019,"['sore', 'back', '(', 'dtd', ')']",['back'],['sore'],['dtd'],
8684,10563,2019-04-01,Grizzlies,sprained right ankle (out for season),Jonas Valanciunas,2019-04-01,2019,"['sprained', 'right', 'ankle', '(', 'out', 'for', 'season', ')']","['right', 'ankle']",['sprained'],['season'],
8685,10564,2019-04-01,Pacers,sore left foot (DTD),Alize Johnson,2019-04-01,2019,"['sore', 'left', 'foot', '(', 'dtd', ')']","['left', 'foot']",['sore'],['dtd'],johnsal02
8686,10565,2019-04-01,Knicks,sore left hip (DTD),Isaiah Hicks,2019-04-01,2019,"['sore', 'left', 'hip', '(', 'dtd', ')']","['left', 'hip']",['sore'],['dtd'],hicksis01
8687,10566,2019-04-02,Heat,right knee injury (DTD),Derrick Jones Jr.,2019-04-02,2019,"['right', 'knee', 'injury', '(', 'dtd', ')']","['right', 'knee']",['injury'],['dtd'],
8688,10567,2019-04-02,Knicks,concussion (out for season),Kadeem Allen,2019-04-02,2019,"['concussion', '(', 'out', 'for', 'season', ')']",[],['concussion'],['season'],allenka01
8699,10583,2019-04-05,Pistons,fractured left index finger (out for season),Svi Mykhailiuk,2019-04-05,2019,"['fractured', 'left', 'index', 'finger', '(', 'out', 'for', 'season', ')']",['left'],['fractured'],['season'],
8707,10596,2019-04-07,Mavericks,sore left knee (DTD),Kostas Antetokounmpo,2019-04-07,2019,"['sore', 'left', 'knee', '(', 'dtd', ')']","['left', 'knee']",['sore'],['dtd'],
8722,10612,2019-04-09,Pacers,toe injury (DTD),Wes Matthews Jr.,2019-04-09,2019,"['toe', 'injury', '(', 'dtd', ')']",['toe'],['injury'],['dtd'],
8726,10618,2019-04-10,Magic,stomach virus (DTD),Nikola Vucevic,2019-04-10,2019,"['stomach', 'virus', '(', 'dtd', ')']",['stomach'],['virus'],['dtd'],
8727,10619,2019-04-10,Mavericks,left thigh injury (out for season),Luka Doncic,2019-04-10,2019,"['left', 'thigh', 'injury', '(', 'out', 'for', 'season', ')']",['left'],['injury'],['season'],
8728,10620,2019-04-10,Pacers,sore left hand (DTD),Bojan Bogdanovic,2019-04-10,2019,"['sore', 'left', 'hand', '(', 'dtd', ')']","['left', 'hand']",['sore'],['dtd'],
8731,10624,2019-04-12,Raptors,appendectomy (out indefinitely),O.G. Anunoby,2019-04-12,2019,"['appendectomy', '(', 'out', 'indefinitely', ')']",[],[],['indefinitely'],
8732,10629,2019-04-14,Thunder,sore right elbow (out for season),Hamidou Diallo,2019-04-14,2019,"['sore', 'right', 'elbow', '(', 'out', 'for', 'season', ')']","['right', 'elbow']",['sore'],['season'],
8735,10632,2019-04-17,Thunder,surgery on right elbow (out for season),Hamidou Diallo,2019-04-17,2019,"['surgery', 'on', 'right', 'elbow', '(', 'out', 'for', 'season', ')']","['right', 'elbow']",['surgery'],['season'],
8738,10635,2019-04-19,Nets,right ankle injury (DTD),Ed Davis ,2019-04-19,2019,"['right', 'ankle', 'injury', '(', 'dtd', ')']","['right', 'ankle']",['injury'],['dtd'],
8751,10655,2019-10-13,Rockets,left foot injury (out indefinitely),Gerald Green ,2019-10-13,2019,"['left', 'foot', 'injury', '(', 'out', 'indefinitely', ')']","['left', 'foot']",['injury'],['indefinitely'],
8752,10656,2019-10-17,Cavaliers,left foot injury (out indefinitely),Ante Zizic,2019-10-17,2019,"['left', 'foot', 'injury', '(', 'out', 'indefinitely', ')']","['left', 'foot']",['injury'],['indefinitely'],
8754,10658,2019-10-21,Clippers,sprained right ankle (DTD),Amir Coffey,2019-10-21,2019,"['sprained', 'right', 'ankle', '(', 'dtd', ')']","['right', 'ankle']",['sprained'],['dtd'],
8762,10666,2019-10-22,Celtics,concussion (DTD),Tacko Fall,2019-10-22,2019,"['concussion', '(', 'dtd', ')']",[],['concussion'],['dtd'],
8766,10670,2019-10-22,Knicks,sore right knee (DTD),Kadeem Allen,2019-10-22,2019,"['sore', 'right', 'knee', '(', 'dtd', ')']","['right', 'knee']",['sore'],['dtd'],allenka01
8773,10677,2019-10-22,Wizards,strained left calf (DTD),Troy Brown Jr.,2019-10-22,2019,"['strained', 'left', 'calf', '(', 'dtd', ')']","['left', 'calf']",['strained'],['dtd'],
8775,10679,2019-10-23,Cavaliers,stress reaction in left leg (out for season),Dylan Windler,2019-10-23,2019,"['stress', 'reaction', 'in', 'left', 'leg', '(', 'out', 'for', 'season', ')']","['left', 'leg']",['stress'],['season'],
8778,10682,2019-10-23,Nuggets,left foot injury (DTD),Bol Bol,2019-10-23,2019,"['left', 'foot', 'injury', '(', 'dtd', ')']","['left', 'foot']",['injury'],['dtd'],
8779,10683,2019-10-23,Rockets,sprained right ankle (DTD),Michael Frazier II,2019-10-23,2019,"['sprained', 'right', 'ankle', '(', 'dtd', ')']","['right', 'ankle']",['sprained'],['dtd'],
8780,10684,2019-10-23,Rockets,adductor injury (out indefinitely),Nene Hilario ,2019-10-23,2019,"['adductor', 'injury', '(', 'out', 'indefinitely', ')']",['adductor'],['injury'],['indefinitely'],
8784,10689,2019-10-24,Kings,fractured right thumb (out indefinitely),Marvin Bagley III,2019-10-24,2019,"['fractured', 'right', 'thumb', '(', 'out', 'indefinitely', ')']","['right', 'thumb']",['fractured'],['indefinitely'],
8785,10690,2019-10-24,Warriors,sprained right ankle (DTD),Alen Smailagic,2019-10-24,2019,"['sprained', 'right', 'ankle', '(', 'dtd', ')']","['right', 'ankle']",['sprained'],['dtd'],
